14695633,134217728,4582247,134217728,-323665,1048576
109205,1048576,5474647,134217728,-10497705,33554432
15400545,134217728,11305589,268435456,-10229169,33554432
14217147,134217728,9633585,268435456,-10447575,33554432
14465181,134217728,9233723,268435456,-1306597,4194304
859329,8388608,11329721,268435456,-10546225,33554432
15065537,134217728,11317131,268435456,-1285055,4194304
3493419,33554432,9441573,268435456,-10544279,33554432
9071025,1073741824,-3743507,67108864,-9926575,16777216
10684805,4294967296,-7486893,134217728,-4957877,8388608
2217199,268435456,-3743507,67108864,-9936289,16777216
2372395,268435456,-7486893,134217728,-9885891,16777216
4548773,536870912,-3751211,67108864,-4988915,8388608
10623773,4294967296,-15005193,268435456,-9966857,16777216
2223365,268435456,-3751211,67108864,-2496907,4194304
9501939,1073741824,-15005193,268435456,-9937061,16777216
-4486029,2147483648,-3743507,67108864,-5002043,8388608
-761491,134217728,-7486893,134217728,-9896813,16777216
-15344157,4294967296,-3743507,67108864,-4991943,8388608
-13024467,2147483648,-7486893,134217728,-9857151,16777216
-4478663,2147483648,-3751211,67108864,-2513919,4194304
-3047451,536870912,-15005193,268435456,-2486937,4194304
-15352489,4294967296,-3751211,67108864,-10035493,16777216
-13024123,2147483648,-15005193,268435456,-9908087,16777216
-4486029,2147483648,-3743507,67108864,-5002043,8388608
-761491,134217728,-7486893,134217728,-9896813,16777216
-4851069,1073741824,-3743507,67108864,-9959425,16777216
-5849391,1073741824,-7486893,134217728,-9816097,16777216
-4478663,2147483648,-3751211,67108864,-2513919,4194304
-3047451,536870912,-15005193,268435456,-2486937,4194304
-2429459,536870912,-3751211,67108864,-10011015,16777216
-365393,67108864,-15005193,268435456,-4933525,8388608
-4486029,2147483648,-3743507,67108864,-5002043,8388608
-761491,134217728,-7486893,134217728,-9896813,16777216
-5279073,1073741824,-3743507,67108864,-9934343,16777216
-2066137,536870912,-7486893,134217728,-2445187,4194304
-4478663,2147483648,-3751211,67108864,-2513919,4194304
-3047451,536870912,-15005193,268435456,-2486937,4194304
-10584925,2147483648,-3751211,67108864,-2496475,4194304
-4126583,1073741824,-15005193,268435456,-9831717,16777216
-15344157,4294967296,-3743507,67108864,-4991943,8388608
-13024467,2147483648,-7486893,134217728,-9857151,16777216
-4851069,1073741824,-3743507,67108864,-9959425,16777216
-5849391,1073741824,-7486893,134217728,-9816097,16777216
-15352489,4294967296,-3751211,67108864,-10035493,16777216
-13024123,2147483648,-15005193,268435456,-9908087,16777216
-2429459,536870912,-3751211,67108864,-10011015,16777216
-365393,67108864,-15005193,268435456,-4933525,8388608
-15344157,4294967296,-3743507,67108864,-4991943,8388608
-13024467,2147483648,-7486893,134217728,-9857151,16777216
-5279073,1073741824,-3743507,67108864,-9934343,16777216
-2066137,536870912,-7486893,134217728,-2445187,4194304
-15352489,4294967296,-3751211,67108864,-10035493,16777216
-13024123,2147483648,-15005193,268435456,-9908087,16777216
-10584925,2147483648,-3751211,67108864,-2496475,4194304
-4126583,1073741824,-15005193,268435456,-9831717,16777216
-4851069,1073741824,-3743507,67108864,-9959425,16777216
-5849391,1073741824,-7486893,134217728,-9816097,16777216
-5279073,1073741824,-3743507,67108864,-9934343,16777216
-2066137,536870912,-7486893,134217728,-2445187,4194304
-2429459,536870912,-3751211,67108864,-10011015,16777216
-365393,67108864,-15005193,268435456,-4933525,8388608
-10584925,2147483648,-3751211,67108864,-2496475,4194304
-4126583,1073741824,-15005193,268435456,-9831717,16777216
-4851069,1073741824,-3743507,67108864,-9959425,16777216
-5849391,1073741824,-7486893,134217728,-9816097,16777216
-10403377,2147483648,-3743507,67108864,-1238989,2097152
-1574127,1073741824,-7486893,134217728,-4878739,8388608
-2429459,536870912,-3751211,67108864,-10011015,16777216
-365393,67108864,-15005193,268435456,-4933525,8388608
-10440207,2147483648,-3751211,67108864,-4981709,8388608
-6265069,4294967296,-15005193,268435456,-9808481,16777216
-5279073,1073741824,-3743507,67108864,-9934343,16777216
-2066137,536870912,-7486893,134217728,-2445187,4194304
-10403377,2147483648,-3743507,67108864,-1238989,2097152
-1574127,1073741824,-7486893,134217728,-4878739,8388608
-10584925,2147483648,-3751211,67108864,-2496475,4194304
-4126583,1073741824,-15005193,268435456,-9831717,16777216
-10440207,2147483648,-3751211,67108864,-4981709,8388608
-6265069,4294967296,-15005193,268435456,-9808481,16777216
12298257,1099511627776,-14849635,268435456,-2471481,4194304
4437399,268435456,-7219169,134217728,-311749,524288
10684805,4294967296,-7486893,134217728,-4957877,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
-8664701,549755813888,-7440239,134217728,-4968497,8388608
8892515,536870912,-7234161,134217728,-5013695,8388608
10623773,4294967296,-15005193,268435456,-9966857,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
12298257,1099511627776,-14849635,268435456,-2471481,4194304
4437399,268435456,-7219169,134217728,-311749,524288
-10388289,17179869184,-14849635,268435456,-4951921,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
-8664701,549755813888,-7440239,134217728,-4968497,8388608
8892515,536870912,-7234161,134217728,-5013695,8388608
-10817837,17179869184,-7440239,134217728,-9954811,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
12298257,1099511627776,-14849635,268435456,-2471481,4194304
4437399,268435456,-7219169,134217728,-311749,524288
277319,16777216,-7219169,134217728,-9976035,16777216
7590657,536870912,-7219169,134217728,-10058243,16777216
-8664701,549755813888,-7440239,134217728,-4968497,8388608
8892515,536870912,-7234161,134217728,-5013695,8388608
4446687,268435456,-7234161,134217728,-10027323,16777216
7606441,536870912,-7234161,134217728,-5054883,8388608
10684805,4294967296,-7486893,134217728,-4957877,8388608
4437399,268435456,-7219169,134217728,-311749,524288
-10388289,17179869184,-14849635,268435456,-4951921,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
10623773,4294967296,-15005193,268435456,-9966857,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
-10817837,17179869184,-7440239,134217728,-9954811,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
10684805,4294967296,-7486893,134217728,-4957877,8388608
4437399,268435456,-7219169,134217728,-311749,524288
277319,16777216,-7219169,134217728,-9976035,16777216
7590657,536870912,-7219169,134217728,-10058243,16777216
10623773,4294967296,-15005193,268435456,-9966857,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
4446687,268435456,-7234161,134217728,-10027323,16777216
7606441,536870912,-7234161,134217728,-5054883,8388608
10684805,4294967296,-7486893,134217728,-4957877,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
4437399,268435456,-7219169,134217728,-311749,524288
293207,16777216,-7219169,134217728,-9885891,16777216
10623773,4294967296,-15005193,268435456,-9966857,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
9402113,536870912,-7234161,134217728,-9937061,16777216
10684805,4294967296,-7486893,134217728,-4957877,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
4437399,268435456,-7219169,134217728,-311749,524288
11681237,536870912,-13868879,268435456,-10004455,16777216
10623773,4294967296,-15005193,268435456,-9966857,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
11704591,536870912,-6948841,134217728,-10055961,16777216
10684805,4294967296,-7486893,134217728,-4957877,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
4437399,268435456,-7219169,134217728,-311749,524288
6174821,268435456,-13868879,268435456,-9885891,16777216
10623773,4294967296,-15005193,268435456,-9966857,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
6187625,268435456,-6948841,134217728,-9937061,16777216
-10388289,17179869184,-14849635,268435456,-4951921,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
4437399,268435456,-7219169,134217728,-311749,524288
293207,16777216,-7219169,134217728,-9885891,16777216
-10817837,17179869184,-7440239,134217728,-9954811,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
9402113,536870912,-7234161,134217728,-9937061,16777216
-10388289,17179869184,-14849635,268435456,-4951921,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
4437399,268435456,-7219169,134217728,-311749,524288
11681237,536870912,-13868879,268435456,-10004455,16777216
-10817837,17179869184,-7440239,134217728,-9954811,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
11704591,536870912,-6948841,134217728,-10055961,16777216
-10388289,17179869184,-14849635,268435456,-4951921,8388608
277319,16777216,-7219169,134217728,-9976035,16777216
4437399,268435456,-7219169,134217728,-311749,524288
6174821,268435456,-13868879,268435456,-9885891,16777216
-10817837,17179869184,-7440239,134217728,-9954811,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
6187625,268435456,-6948841,134217728,-9937061,16777216
277319,16777216,-7219169,134217728,-9976035,16777216
7590657,536870912,-7219169,134217728,-10058243,16777216
4437399,268435456,-7219169,134217728,-311749,524288
293207,16777216,-7219169,134217728,-9885891,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
7606441,536870912,-7234161,134217728,-5054883,8388608
8892515,536870912,-7234161,134217728,-5013695,8388608
9402113,536870912,-7234161,134217728,-9937061,16777216
277319,16777216,-7219169,134217728,-9976035,16777216
7590657,536870912,-7219169,134217728,-10058243,16777216
4437399,268435456,-7219169,134217728,-311749,524288
11681237,536870912,-13868879,268435456,-10004455,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
7606441,536870912,-7234161,134217728,-5054883,8388608
8892515,536870912,-7234161,134217728,-5013695,8388608
11704591,536870912,-6948841,134217728,-10055961,16777216
277319,16777216,-7219169,134217728,-9976035,16777216
7590657,536870912,-7219169,134217728,-10058243,16777216
4437399,268435456,-7219169,134217728,-311749,524288
6174821,268435456,-13868879,268435456,-9885891,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
7606441,536870912,-7234161,134217728,-5054883,8388608
8892515,536870912,-7234161,134217728,-5013695,8388608
6187625,268435456,-6948841,134217728,-9937061,16777216
4437399,268435456,-7219169,134217728,-311749,524288
11681237,536870912,-13868879,268435456,-10004455,16777216
277319,16777216,-7219169,134217728,-9976035,16777216
5840243,268435456,-13868879,268435456,-10004539,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
11704591,536870912,-6948841,134217728,-10055961,16777216
4446687,268435456,-7234161,134217728,-10027323,16777216
11705665,536870912,-6948841,134217728,-10055861,16777216
4437399,268435456,-7219169,134217728,-311749,524288
11681237,536870912,-13868879,268435456,-10004455,16777216
7590657,536870912,-7219169,134217728,-10058243,16777216
5840243,268435456,-13868879,268435456,-10004539,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
11704591,536870912,-6948841,134217728,-10055961,16777216
7606441,536870912,-7234161,134217728,-5054883,8388608
11705665,536870912,-6948841,134217728,-10055861,16777216
4437399,268435456,-7219169,134217728,-311749,524288
11681237,536870912,-13868879,268435456,-10004455,16777216
5840243,268435456,-13868879,268435456,-10004539,16777216
4995557,268435456,-13868879,268435456,-10112735,16777216
8892515,536870912,-7234161,134217728,-5013695,8388608
11704591,536870912,-6948841,134217728,-10055961,16777216
