-3671971,4194304,13059587,2097152,-11416309,16777216
-1205769,1048576,13402755,2097152,-9391051,16777216
-9123567,8388608,3347207,524288,-8958127,16777216
-9246183,8388608,3347207,524288,-8591113,16777216
-11447331,8388608,3423833,524288,-10610853,16777216
-5660099,4194304,13640901,2097152,-11318781,16777216
-10797613,8388608,13626973,2097152,-10885857,16777216
-10920229,8388608,13626973,2097152,-5259421,8388608
-2269671,2097152,6746035,1048576,-10198157,16777216
-4540255,4194304,3347207,524288,-9391051,16777216
-4268303,4194304,3336895,524288,-9391051,16777216
-8621065,8388608,3336895,524288,-8541841,16777216
-4373495,4194304,6507693,1048576,-6958845,16777216
-2688639,2097152,13626973,2097152,-11318781,16777216
-2552663,2097152,13585725,2097152,-11318781,16777216
-10295111,8388608,13585725,2097152,-10469571,16777216
-15583465,16777216,13059587,2097152,-12756639,16777216
-1205769,1048576,3336895,524288,-362817,524288
-1205769,1048576,3347207,524288,-10522335,16777216
-4931307,4194304,3347207,524288,-10436221,16777216
-11895121,8388608,3423833,524288,-11951183,16777216
-5660099,4194304,13585725,2097152,-6768937,8388608
-5660099,4194304,13626973,2097152,-12450065,16777216
-2884165,2097152,13626973,2097152,-12363951,16777216
-7909283,8388608,12958837,2097152,-14337667,16777216
-10070757,8388608,3336895,524288,-11441225,16777216
-10262583,8388608,13280597,2097152,-12367443,16777216
-1205769,1048576,13280597,2097152,-6306337,8388608
-93849,65536,6797291,1048576,-13532211,16777216
-11744803,8388608,13585725,2097152,-13368955,16777216
-11936629,8388608,6759371,1048576,-14295173,16777216
-5660099,4194304,6759371,1048576,-3635101,4194304
-4514197,4194304,13359213,2097152,-12324693,16777216
-9221547,8388608,3336895,524288,-11441225,16777216
-9029721,8388608,13280597,2097152,-12367443,16777216
-33231,32768,13280597,2097152,-11669083,16777216
-2174175,2097152,402579,65536,-9085381,16777216
-10895593,8388608,13585725,2097152,-13368955,16777216
-10703767,8388608,6759371,1048576,-14295173,16777216
-5090591,4194304,6759371,1048576,-13596813,16777216
-4439729,4194304,6746035,1048576,-12201311,16777216
-8861585,8388608,3336895,524288,-10960187,16777216
-33231,32768,13280597,2097152,-11669083,16777216
-16315913,16777216,13280597,2097152,-10623913,16777216
-2136941,2097152,6507693,1048576,-4480999,8388608
-5267815,4194304,13585725,2097152,-12887917,16777216
-5090591,4194304,6759371,1048576,-13596813,16777216
-4916001,4194304,6759371,1048576,-12551643,16777216
-5883263,8388608,12861959,2097152,-1315091,2097152
-3797989,4194304,13190453,2097152,-9391051,16777216
-3617701,4194304,3270153,524288,-9391051,16777216
-14837819,16777216,3270153,524288,-15091885,33554432
-2496663,2097152,1687213,262144,-1214409,2097152
-1158753,1048576,6714299,1048576,-11318781,16777216
-1113681,1048576,6659379,1048576,-11318781,16777216
-9092955,8388608,6659379,1048576,-9473673,16777216
-10451949,16777216,12772675,2097152,-11163999,16777216
-14837819,16777216,3270153,524288,-15091885,33554432
-3876019,4194304,13190453,2097152,-15643831,33554432
-3797989,4194304,13190453,2097152,-9391051,16777216
-9329363,8388608,3352105,524288,-5179271,8388608
-9092955,8388608,6659379,1048576,-9473673,16777216
-2356521,2097152,6714299,1048576,-9749645,16777216
-1158753,1048576,6714299,1048576,-11318781,16777216
-4514197,4194304,13359213,2097152,-16143241,33554432
-15882989,16777216,3270153,524288,-11963471,33554432
-3876019,4194304,404853,65536,-11205645,33554432
-8621065,8388608,404853,65536,-1110373,4194304
-2174175,2097152,402579,65536,-9664617,33554432
-2403885,2097152,6659379,1048576,-15818931,33554432
-2356521,2097152,13193441,2097152,-15061105,33554432
-10295111,8388608,13193441,2097152,-3184611,8388608
-14940195,16777216,12772675,2097152,-3913061,4194304
-8621065,8388608,404853,65536,-7170305,8388608
-4361799,4194304,3270153,524288,-432673,524288
-1205769,1048576,3270153,524288,-14212551,16777216
-5786743,4194304,3352105,524288,-14846787,16777216
-10295111,8388608,13193441,2097152,-4067085,4194304
-2599411,2097152,6659379,1048576,-7886633,8388608
-5660099,4194304,6659379,1048576,-16140281,16777216
-6916119,8388608,12694417,2097152,-16403379,16777216
-8621065,8388608,404853,65536,-7170305,8388608
-4361799,4194304,3270153,524288,-432673,524288
-1205769,1048576,3270153,524288,-14212551,16777216
-2754877,2097152,6665081,1048576,-15597923,16777216
-10295111,8388608,13193441,2097152,-4067085,4194304
-2599411,2097152,6659379,1048576,-7886633,8388608
-5660099,4194304,6659379,1048576,-16140281,16777216
-6322449,8388608,12630193,2097152,-16458245,16777216
-4361799,4194304,3270153,524288,-432673,524288
-8621065,8388608,404853,65536,-7170305,8388608
-3876019,4194304,404853,65536,-13179279,16777216
-5212919,4194304,6632969,1048576,-3913197,4194304
-2599411,2097152,6659379,1048576,-7886633,8388608
-10295111,8388608,13193441,2097152,-4067085,4194304
-2356521,2097152,13193441,2097152,-15107009,16777216
-8426101,8388608,6541439,1048576,-3531871,4194304
-4361799,4194304,3270153,524288,-432673,524288
-8621065,8388608,404853,65536,-7170305,8388608
-3876019,4194304,404853,65536,-13179279,16777216
-8094407,8388608,6303097,1048576,-2722043,4194304
-2599411,2097152,6659379,1048576,-7886633,8388608
-10295111,8388608,13193441,2097152,-4067085,4194304
-2356521,2097152,13193441,2097152,-15107009,16777216
